grid_lat,grid_lon,thr_hs_abs,thr_zos_abs,zos_mean,mhws_m,n_hs_episodes,n_zos_episodes,n_candidate_events,n_rejected_by_mhws,compound_count_total,compound_count_annual_mean,mean_overlap_duration,p95_overlap_duration,max_overlap_duration,mean_full_criterion_duration,p95_full_criterion_duration,mean_compound_intensity_norm,p95_compound_intensity_norm,max_compound_intensity_norm,mean_integrated_severity,p95_integrated_severity,max_integrated_severity
2.6,-50.6,1.75,0.320296,0.230891,3.710315,342,219,96,50,46,1.39,5.11,13.75,16,2.48,5.0,0.389,0.6172,0.6379,0.8214,2.3018,2.7622
2.6,-50.4,1.94,0.307743,0.220426,3.419876,328,208,76,38,38,1.15,5.68,13.3,15,2.76,5.15,0.3813,0.6434,0.6793,0.8824,2.4212,2.7366
2.8,-50.8,1.52,0.316132,0.227993,3.336776,331,239,102,60,42,1.27,4.81,14.9,16,2.24,5.0,0.3321,0.5906,0.6,0.6612,1.6839,2.4674
2.8,-50.6,1.88,0.305596,0.218979,3.23076,337,213,81,40,41,1.24,4.83,13.0,15,1.98,5.0,0.3271,0.6276,0.631,0.6348,1.8169,2.6387
3.0,-50.8,1.8,0.30256,0.217488,2.877892,330,214,79,49,30,0.91,4.97,12.55,15,2.23,4.55,0.3021,0.5439,0.5456,0.614,1.665,2.0125
3.0,-50.6,1.98,0.290353,0.20666,2.691555,332,197,70,37,33,1.0,5.48,14.4,15,2.21,5.4,0.2945,0.568,0.581,0.6017,1.8409,2.317
3.2,-50.8,1.95,0.288047,0.204661,2.419473,316,186,68,40,28,0.85,5.25,14.65,15,2.39,5.0,0.3035,0.5238,0.5692,0.5944,1.607,1.9282
3.2,-50.6,2.07,0.270766,0.1891,2.212439,325,170,62,32,30,0.91,5.2,12.55,14,2.2,5.0,0.2976,0.5268,0.5826,0.5642,1.6166,1.9605
3.4,-50.8,2.0,0.270107,0.188402,1.995645,315,171,66,35,31,0.94,4.61,12.0,16,2.1,4.5,0.2618,0.511,0.5704,0.5083,1.528,1.9611
3.6,-51.0,1.56,0.268062,0.186355,1.818707,338,183,67,40,27,0.82,4.89,12.4,15,2.26,5.0,0.2579,0.4362,0.4946,0.5385,1.6206,2.1487
3.6,-50.8,1.99,0.248861,0.168247,1.700254,321,162,62,34,28,0.85,4.0,12.25,14,2.04,4.65,0.2544,0.4634,0.5321,0.4902,1.5778,1.8984
3.8,-51.0,1.29,0.24792,0.167289,1.581928,355,168,62,38,24,0.73,4.46,10.0,13,2.42,5.0,0.2661,0.4087,0.4536,0.5465,1.6862,1.8377
3.8,-50.8,1.9,0.229003,0.150061,1.485139,324,146,45,21,24,0.73,3.75,9.55,11,2.08,4.85,0.2511,0.4487,0.5217,0.4879,1.6653,1.9761
4.0,-51.0,1.46,0.219428,0.139598,1.408803,367,152,54,25,29,0.88,3.76,8.6,11,2.28,5.0,0.2411,0.4379,0.4826,0.4913,1.3179,2.0082
4.0,-50.8,2.01,0.207648,0.12938,1.306864,336,126,32,13,19,0.58,3.42,7.4,11,2.0,5.1,0.2817,0.4536,0.5123,0.4755,1.3379,2.0158
4.2,-51.2,1.0,0.203554,0.123753,1.368351,437,153,61,24,37,1.12,3.0,8.2,12,1.97,5.0,0.2579,0.508,0.5561,0.4449,1.198,1.8695
4.2,-51.0,1.39,0.192816,0.112943,1.237265,384,131,38,16,22,0.67,3.41,7.95,11,2.05,4.0,0.2407,0.4282,0.4533,0.4155,1.0101,1.8525
4.2,-50.8,2.01,0.189117,0.11172,1.173837,331,130,22,10,12,0.36,3.5,8.15,12,2.25,5.9,0.2404,0.4648,0.5092,0.5078,1.6619,2.2591
4.4,-51.6,1.0,0.187723,0.108909,0.982917,389,159,62,20,42,1.27,3.48,7.95,14,2.36,5.0,0.2279,0.4531,0.6113,0.4274,1.0934,2.3326
4.4,-51.4,1.33,0.177886,0.09927,1.218334,365,139,46,15,31,0.94,3.77,9.5,12,2.26,5.0,0.2615,0.4999,0.5151,0.4579,1.1075,1.7728
4.4,-51.2,1.35,0.182853,0.103241,1.175965,387,133,38,15,23,0.7,3.57,8.0,12,2.39,5.8,0.249,0.4229,0.4588,0.4564,1.0622,1.8087
4.4,-51.0,1.38,0.178509,0.096584,1.112606,385,138,30,13,17,0.52,3.12,8.0,12,2.12,4.6,0.2388,0.4095,0.4293,0.3796,0.8415,1.5131
4.6,-51.6,1.92,0.172671,0.095259,1.151823,320,133,36,13,23,0.7,3.83,6.0,13,2.35,4.9,0.2703,0.4942,0.5739,0.509,1.293,2.3284
4.6,-51.4,1.99,0.168977,0.090286,1.111885,331,138,30,11,19,0.58,3.53,6.6,12,2.37,3.5,0.2725,0.4955,0.5637,0.5132,1.1293,2.3084
4.6,-51.2,1.76,0.165823,0.085085,1.063546,355,134,28,11,17,0.52,3.18,7.0,11,2.12,4.6,0.2373,0.3964,0.4853,0.3986,0.9062,1.7314
4.6,-51.0,2.13,0.176995,0.094501,1.04425,336,125,16,5,11,0.33,3.55,8.0,11,2.18,5.0,0.25,0.4501,0.5186,0.4783,1.2603,1.8201
4.8,-52.0,1.86,0.158574,0.080716,1.134771,318,148,47,14,33,1.0,3.58,9.0,14,2.36,5.2,0.293,0.5738,0.6106,0.5369,1.542,2.7844
4.8,-51.8,2.14,0.151687,0.073422,1.111602,302,138,33,11,22,0.67,3.73,6.9,14,2.41,4.95,0.3026,0.5233,0.6277,0.5647,1.3482,2.7816
4.8,-51.6,2.21,0.154736,0.076438,1.070713,307,137,30,11,19,0.58,2.95,5.7,12,2.0,4.3,0.2802,0.5031,0.5935,0.4857,1.1093,2.3575
4.8,-51.4,2.3,0.159695,0.079151,1.042542,320,135,23,10,13,0.39,3.08,7.6,13,2.08,5.0,0.288,0.4647,0.5782,0.5281,1.3333,2.3132
5.0,-52.2,1.53,0.143376,0.06435,1.104383,365,149,48,14,34,1.03,3.82,8.35,15,2.53,4.7,0.2679,0.5137,0.5526,0.4927,1.3324,2.5164
5.0,-52.0,1.92,0.14069,0.061692,1.076656,329,138,35,13,22,0.67,3.82,6.0,13,2.59,4.95,0.2618,0.4991,0.5537,0.544,1.2814,2.5824
5.0,-51.8,2.25,0.142095,0.063573,1.051013,317,131,27,11,16,0.48,3.25,7.75,13,2.19,4.5,0.2739,0.5224,0.5982,0.5249,1.2263,2.5975
5.0,-51.6,2.34,0.149284,0.070024,1.026756,323,125,23,10,13,0.39,3.31,8.2,13,2.31,5.4,0.251,0.4408,0.5863,0.5234,1.4353,2.2731
5.2,-52.6,1.47,0.140088,0.06142,1.097684,367,173,54,14,40,1.21,3.7,8.15,13,2.38,6.05,0.2562,0.4802,0.5948,0.4787,1.4205,2.1762
5.2,-52.4,1.82,0.13213,0.053775,1.078093,341,147,42,11,31,0.94,3.48,7.5,13,2.39,5.5,0.2764,0.535,0.5988,0.4885,1.4309,2.6931
5.2,-52.2,1.92,0.132312,0.053225,1.052509,336,132,29,10,19,0.58,3.74,8.5,13,2.53,4.5,0.2566,0.4987,0.5564,0.5395,1.4007,2.4664
5.2,-52.0,2.21,0.141545,0.061947,1.027735,332,123,25,9,16,0.48,3.5,8.25,12,2.5,5.0,0.2762,0.4553,0.5714,0.5766,1.4006,2.4888
5.4,-52.6,1.84,0.118229,0.040494,1.061178,364,145,38,10,28,0.85,3.64,7.65,11,2.29,4.65,0.2702,0.5052,0.5887,0.5046,1.3521,2.4297
5.4,-52.4,1.94,0.119778,0.042148,1.034162,355,125,26,6,20,0.61,3.55,7.25,12,2.35,4.25,0.2887,0.4938,0.5689,0.522,0.9399,2.596
5.6,-53.4,1.49,0.094597,0.018571,1.166065,364,157,50,20,30,0.91,3.33,6.55,13,1.97,4.55,0.2302,0.4249,0.4947,0.4092,1.2012,2.0379
5.6,-53.2,1.92,0.091673,0.016047,1.143424,338,166,41,15,26,0.79,3.62,7.0,12,1.96,4.75,0.2684,0.5022,0.5595,0.4439,1.3161,1.9706
5.6,-53.0,1.98,0.093497,0.016639,1.09826,353,157,38,17,21,0.64,3.33,9.0,12,1.81,4.0,0.2829,0.4525,0.5767,0.4,0.8594,1.9833
5.6,-52.8,2.0,0.09496,0.017655,1.051132,353,153,32,13,19,0.58,3.42,7.5,12,2.0,3.5,0.2826,0.4251,0.5904,0.4651,1.0909,2.3102
5.6,-52.6,1.94,0.112881,0.034861,1.021377,353,128,24,9,15,0.45,3.67,7.5,11,2.2,4.5,0.2876,0.4494,0.5748,0.5061,1.1368,2.3185
5.8,-53.6,1.7,0.083201,0.008678,1.144314,364,146,38,11,27,0.82,3.0,8.8,12,1.74,3.4,0.2288,0.376,0.4703,0.3346,0.6728,1.6952
5.8,-53.4,1.54,0.082163,0.006835,1.115909,372,140,33,11,22,0.67,3.0,7.95,12,1.68,3.95,0.2186,0.3714,0.4793,0.3332,0.6255,1.943
5.8,-53.2,2.12,0.083467,0.007779,1.081541,336,138,25,10,15,0.45,3.93,8.8,13,2.13,4.5,0.2733,0.4536,0.5786,0.4827,1.2769,2.3019
5.8,-53.0,2.14,0.089114,0.012434,1.046892,353,145,24,8,16,0.48,3.81,10.0,13,2.12,5.25,0.2804,0.444,0.5782,0.477,1.228,2.2903
5.8,-52.8,2.12,0.097792,0.020173,1.012594,354,142,18,8,10,0.3,5.1,9.75,12,2.6,5.75,0.327,0.5015,0.5809,0.6169,1.6305,2.3205
6.0,-54.2,1.94,0.068361,-0.006022,1.130142,344,142,30,11,19,0.58,2.74,5.5,10,1.63,4.2,0.1955,0.3484,0.4462,0.3163,1.0574,1.6602
6.0,-54.0,2.07,0.067141,-0.007635,1.129754,346,150,28,11,17,0.52,2.88,6.0,10,1.76,4.4,0.2398,0.3778,0.4692,0.3954,1.1449,1.7173
6.0,-53.8,2.16,0.069021,-0.006673,1.111276,342,141,25,9,16,0.48,3.44,8.75,11,1.94,4.5,0.246,0.3962,0.4921,0.4155,1.0188,1.7632
6.0,-53.6,2.2,0.077321,0.00113,1.087374,347,138,25,7,18,0.55,3.06,6.75,11,1.78,3.45,0.2411,0.3975,0.5089,0.3793,0.8356,1.7777
6.0,-53.4,2.22,0.08063,0.00331,1.06036,351,131,23,10,13,0.39,3.15,7.8,9,1.92,3.8,0.2442,0.4279,0.5196,0.4241,1.1496,1.6845
6.0,-53.2,2.22,0.086965,0.009696,1.030648,349,130,21,8,13,0.39,3.54,8.4,9,2.08,4.6,0.2632,0.4466,0.5344,0.4594,1.2279,1.7801
