grid_lat,grid_lon,municipality,compound_count_total,production_mean_compound_intensity_norm,production_p95_compound_intensity_norm,production_max_compound_intensity_norm,global_mean_compound_intensity_norm,global_mean_compound_intensity_norm_recomputed,global_q90_compound_intensity_norm,global_q95_compound_intensity_norm,global_max_compound_intensity_norm,local_mean_compound_intensity_norm,local_q90_compound_intensity_norm,local_q95_compound_intensity_norm,local_p95_compound_intensity_norm,local_max_compound_intensity_norm,delta_mean_local_minus_global,delta_q90_local_minus_global,delta_q95_local_minus_global,delta_max_local_minus_global,delta_local_minus_global,local_hs_ref_low,local_hs_ref_high,local_ssh_ref_low,local_ssh_ref_high
-28.2,-48.4,,245,0.3673,0.519,0.5596,0.3673,0.3673,0.4964,0.519,0.5596,0.3839,0.6882,0.7975,0.7975,1.0,0.0166,0.1918,0.2785,0.4404,0.0166,2.63,4.11,0.5085799999999999,0.78862
-28.2,-48.2,,220,0.4306,0.5209,0.5573,0.4306,0.4306,0.5112,0.5209,0.5573,0.3714,0.6671,0.8136,0.8136,1.0,-0.0592,0.1559,0.2927,0.4427,-0.0592,2.95,4.8004999999999995,0.49307999999999996,0.729135
-28.0,-48.4,,243,0.3374,0.4957,0.5689,0.3374,0.3374,0.4569,0.4957,0.5689,0.3746,0.6872,0.7836,0.7836,1.0,0.0372,0.2303,0.2879,0.4311,0.0372,2.5,3.817999999999999,0.53002,0.83969
-28.0,-48.2,,229,0.414,0.5266,0.5583,0.414,0.414,0.5134,0.5266,0.5583,0.3817,0.6799,0.7953,0.7953,1.0,-0.0323,0.1665,0.2687,0.4417,-0.0323,2.84,4.528,0.51092,0.7642
-27.8,-48.4,,220,0.2899,0.4161,0.5506,0.2899,0.2899,0.3882,0.4161,0.5506,0.3796,0.6735,0.7901,0.7901,0.9998,0.0897,0.2853,0.374,0.4492,0.0897,2.26,3.3604999999999996,0.557365,0.8758099999999998
-27.8,-48.2,,231,0.3838,0.5215,0.5674,0.3838,0.3838,0.5032,0.5215,0.5674,0.3792,0.6837,0.8008,0.8008,1.0,-0.0046,0.1805,0.2793,0.4326,-0.0046,2.6950000000000003,4.2,0.5352,0.79895
-27.6,-48.4,Palhoça,194,0.2218,0.3346,0.4893,0.2218,0.2218,0.2996,0.3346,0.4893,0.3682,0.6424,0.7415,0.7415,0.8895,0.1464,0.3428,0.4069,0.4002,0.1464,1.92,2.8369999999999997,0.5890299999999999,0.942545
-27.6,-48.2,,220,0.3658,0.5113,0.5767,0.3658,0.3658,0.4891,0.5113,0.5767,0.3869,0.7001,0.7972,0.7972,1.0,0.0211,0.211,0.2859,0.4233,0.0211,2.59,3.97,0.5597099999999999,0.8348899999999996
-27.6,-48.0,,206,0.4179,0.5265,0.5647,0.4179,0.4179,0.5166,0.5265,0.5647,0.3735,0.6879,0.7651,0.7651,1.0,-0.0444,0.1713,0.2386,0.4353,-0.0444,2.8525,4.61,0.539875,0.776375
-27.4,-48.4,Biguaçu,163,0.1414,0.2301,0.3388,0.1414,0.1414,0.2111,0.2301,0.3388,0.3407,0.6179,0.6761,0.6761,0.9336,0.1993,0.4068,0.446,0.5948,0.1993,1.511,2.3520000000000003,0.64733,0.97606
-27.4,-48.2,,197,0.3597,0.5135,0.549,0.3597,0.3597,0.4664,0.5135,0.549,0.3729,0.6692,0.7445,0.7445,0.9306,0.0132,0.2028,0.231,0.3816,0.0132,2.57,3.8819999999999997,0.6026,0.8754
-27.4,-48.0,,210,0.4104,0.5284,0.5725,0.4104,0.4104,0.5186,0.5284,0.5725,0.382,0.6752,0.7663,0.7663,1.0,-0.0284,0.1566,0.2379,0.4275,-0.0284,2.81,4.451999999999999,0.56517,0.80491
-27.2,-48.4,Tijucas,149,0.1783,0.267,0.4285,0.1783,0.1783,0.2415,0.267,0.4285,0.3544,0.5935,0.6669,0.6669,0.9358,0.1761,0.352,0.3999,0.5073,0.1761,1.65,2.488,0.6793399999999999,1.01648
-27.2,-48.2,,181,0.3164,0.4447,0.5546,0.3164,0.3164,0.4178,0.4447,0.5546,0.3797,0.6591,0.7574,0.7574,0.9227,0.0633,0.2413,0.3127,0.3681,0.0633,2.32,3.44,0.6448,0.9202
-27.2,-48.0,,201,0.3986,0.5307,0.5803,0.3986,0.3986,0.5167,0.5307,0.5803,0.3852,0.6754,0.7416,0.7416,1.0,-0.0134,0.1587,0.2109,0.4197,-0.0134,2.73,4.22,0.6009,0.8434
-27.0,-48.4,Navegantes,122,0.226,0.3296,0.5152,0.226,0.226,0.2987,0.3296,0.5152,0.3614,0.6167,0.6631,0.6631,0.9951,0.1354,0.318,0.3335,0.4799,0.1354,1.8405,2.8194999999999997,0.715195,1.008125
-27.0,-48.2,,172,0.337,0.4714,0.5511,0.337,0.337,0.4357,0.4714,0.5511,0.3727,0.6238,0.7218,0.7218,0.9209,0.0357,0.1881,0.2504,0.3698,0.0357,2.37,3.62,0.6796099999999999,0.9716099999999999
-26.8,-48.4,,148,0.2575,0.3788,0.5474,0.2575,0.2575,0.3391,0.3788,0.5474,0.3435,0.6203,0.6669,0.6669,0.944,0.086,0.2812,0.2881,0.3966,0.086,1.95,2.9595000000000002,0.754175,1.0883
-26.8,-48.2,,182,0.3396,0.4876,0.5457,0.3396,0.3396,0.4408,0.4876,0.5457,0.369,0.6175,0.7238,0.7238,0.928,0.0294,0.1767,0.2362,0.3823,0.0294,2.3505000000000003,3.575999999999999,0.71694,1.01891
-26.6,-48.6,Penha,140,0.2227,0.317,0.5495,0.2227,0.2227,0.2985,0.317,0.5495,0.3687,0.6271,0.6719,0.6719,0.9943,0.146,0.3286,0.3549,0.4448,0.146,1.73,2.61,0.81437,1.1328399999999996
-26.6,-48.4,,161,0.2722,0.3947,0.5571,0.2722,0.2722,0.3529,0.3947,0.5571,0.3526,0.6082,0.6842,0.6842,0.9773,0.0804,0.2553,0.2895,0.4202,0.0804,1.98,3.02,0.7941,1.1111
-26.6,-48.2,,176,0.3427,0.4946,0.5518,0.3427,0.3427,0.4441,0.4946,0.5518,0.3563,0.6065,0.7041,0.7041,0.9216,0.0136,0.1624,0.2095,0.3698,0.0136,2.3275,3.5949999999999998,0.7626000000000001,1.072125
-26.4,-48.4,,166,0.2187,0.3251,0.5191,0.2187,0.2187,0.2978,0.3251,0.5191,0.343,0.586,0.6629,0.6629,0.9437,0.1243,0.2882,0.3378,0.4246,0.1243,1.66,2.61,0.8464,1.1892
-26.4,-48.2,,178,0.3452,0.4888,0.5575,0.3452,0.3452,0.4539,0.4888,0.5575,0.3666,0.6296,0.7069,0.7069,0.9422,0.0214,0.1757,0.2181,0.3847,0.0214,2.28,3.5515,0.80658,1.1092
-26.2,-48.4,São Francisco do Sul,160,0.1725,0.2644,0.4179,0.1725,0.1725,0.2347,0.2644,0.4179,0.3758,0.631,0.6931,0.6931,0.9351,0.2033,0.3963,0.4287,0.5172,0.2033,1.35,2.1244999999999985,0.9067000000000001,1.2611049999999995
-26.2,-48.2,,185,0.3073,0.434,0.5723,0.3073,0.3073,0.4152,0.434,0.5723,0.3657,0.6217,0.6928,0.6928,0.8946,0.0584,0.2065,0.2588,0.3223,0.0584,2.03,3.1739999999999995,0.85774,1.20542
-26.0,-48.4,,152,0.1693,0.2673,0.3775,0.1693,0.1693,0.239,0.2673,0.3775,0.3754,0.6577,0.7148,0.7148,0.9173,0.2061,0.4187,0.4475,0.5398,0.2061,1.29,2.0444999999999998,0.95878,1.3254899999999998
-26.0,-48.2,,177,0.2851,0.3867,0.5899,0.2851,0.2851,0.374,0.3867,0.5899,0.3818,0.6406,0.7164,0.7164,0.8799,0.0967,0.2666,0.3297,0.29,0.0967,1.88,2.832,0.9042399999999999,1.29142
-25.8,-48.2,,187,0.2852,0.3908,0.6091,0.2852,0.2852,0.3715,0.3908,0.6091,0.3651,0.6223,0.6919,0.6919,0.8697,0.0799,0.2508,0.3011,0.2606,0.0799,1.84,2.7979999999999996,0.96604,1.3578799999999998
-25.8,-48.0,,199,0.3538,0.4825,0.59,0.3538,0.3538,0.4663,0.4825,0.59,0.3724,0.6391,0.7104,0.7104,0.8489,0.0186,0.1728,0.2279,0.2589,0.0186,2.1790000000000003,3.371,0.90869,1.29203
-25.6,-48.4,,186,0.206,0.2972,0.5021,0.206,0.206,0.2721,0.2972,0.5021,0.3731,0.6297,0.6995,0.6995,0.8462,0.1671,0.3576,0.4023,0.3441,0.1671,1.35,2.0675,1.06545,1.5039
-25.6,-48.2,,194,0.2691,0.3754,0.6302,0.2691,0.2691,0.3474,0.3754,0.6302,0.3657,0.6174,0.6932,0.6932,0.8848,0.0966,0.27,0.3178,0.2546,0.0966,1.69,2.5969999999999995,1.01898,1.43939
-25.6,-48.0,,196,0.3446,0.4699,0.6079,0.3446,0.3446,0.4513,0.4699,0.6079,0.3794,0.6635,0.7292,0.7292,0.8756,0.0348,0.2122,0.2593,0.2677,0.0348,2.1,3.1725,0.9486,1.3490250000000001
-25.6,-47.8,,203,0.3825,0.5279,0.6158,0.3825,0.3825,0.4976,0.5279,0.6158,0.3802,0.6771,0.7243,0.7243,0.8864,-0.0023,0.1795,0.1964,0.2706,-0.0023,2.31,3.5779999999999994,0.8970400000000001,1.27133
-25.4,-48.0,,204,0.3146,0.4341,0.6231,0.3146,0.3146,0.4067,0.4341,0.6231,0.3802,0.6605,0.7382,0.7382,0.883,0.0656,0.2538,0.3041,0.2599,0.0656,1.9115,2.907,0.9841449999999999,1.4129800000000001
-25.4,-47.8,,203,0.3421,0.4686,0.6058,0.3421,0.3421,0.4459,0.4686,0.6058,0.3751,0.6614,0.7266,0.7266,0.8805,0.033,0.2155,0.258,0.2747,0.033,2.09,3.2069999999999994,0.93891,1.3510799999999998
-25.4,-47.6,,204,0.3897,0.5429,0.6173,0.3897,0.3897,0.5104,0.5429,0.6173,0.3714,0.6642,0.733,0.733,0.8939,-0.0183,0.1538,0.1901,0.2766,-0.0183,2.3715,3.7024999999999997,0.886255,1.25231
-25.2,-47.8,,204,0.3025,0.4183,0.5897,0.3025,0.3025,0.3973,0.4183,0.5897,0.3673,0.6539,0.7175,0.7175,0.8715,0.0648,0.2566,0.2992,0.2818,0.0648,1.89,2.8685,0.97306,1.412645
-25.2,-47.6,,205,0.3688,0.5228,0.6044,0.3688,0.3688,0.4796,0.5228,0.6044,0.366,0.6594,0.7201,0.7201,0.8875,-0.0028,0.1798,0.1973,0.2831,-0.0028,2.232,3.4939999999999984,0.9236800000000001,1.32476
-25.0,-47.8,,197,0.1823,0.2778,0.3544,0.1823,0.1823,0.2516,0.2778,0.3544,0.3716,0.6459,0.7217,0.7217,0.8831,0.1893,0.3943,0.4439,0.5287,0.1893,1.308,2.0319999999999996,0.9744,1.4567599999999998
-25.0,-47.6,,212,0.3412,0.4824,0.6181,0.3412,0.3412,0.4433,0.4824,0.6181,0.3624,0.6546,0.7278,0.7278,0.8796,0.0212,0.2113,0.2454,0.2615,0.0212,2.08,3.239,0.943445,1.383145
-25.0,-47.4,,217,0.3677,0.5282,0.603,0.3677,0.3677,0.481,0.5282,0.603,0.3823,0.6801,0.7463,0.7463,0.9301,0.0146,0.1991,0.2181,0.3271,0.0146,2.23,3.4899999999999993,0.89084,1.29478
-25.0,-47.2,,206,0.3942,0.5601,0.6098,0.3942,0.3942,0.5115,0.5601,0.6098,0.402,0.7018,0.7711,0.7711,0.954,0.0078,0.1903,0.211,0.3442,0.0078,2.39,3.6675,0.8451,1.211325
-24.8,-47.4,,224,0.3378,0.4821,0.6177,0.3378,0.3378,0.4394,0.4821,0.6177,0.3806,0.6677,0.7461,0.7461,0.9493,0.0428,0.2283,0.264,0.3316,0.0428,2.07,3.194,0.91586,1.35256
-24.8,-47.2,,219,0.3761,0.5313,0.602,0.3761,0.3761,0.4855,0.5313,0.602,0.3942,0.7079,0.7796,0.7796,0.9628,0.0181,0.2224,0.2483,0.3608,0.0181,2.29,3.5,0.86989,1.26781
-24.8,-47.0,,211,0.3904,0.5557,0.6049,0.3904,0.3904,0.5067,0.5557,0.6049,0.3989,0.7294,0.7861,0.7861,0.9729,0.0085,0.2227,0.2304,0.368,0.0085,2.39,3.68,0.82915,1.1955
-24.8,-46.8,,208,0.4035,0.5581,0.6157,0.4035,0.4035,0.5288,0.5581,0.6157,0.4003,0.7226,0.794,0.794,1.0,-0.0032,0.1938,0.2359,0.3843,-0.0032,2.4835000000000003,3.84,0.79627,1.12721
-24.6,-47.2,,234,0.3188,0.4518,0.6157,0.3188,0.3188,0.4142,0.4518,0.6157,0.379,0.663,0.7665,0.7665,0.9275,0.0602,0.2488,0.3147,0.3118,0.0602,2.03,3.0709999999999993,0.892095,1.322585
-24.6,-47.0,,232,0.3602,0.5074,0.6013,0.3602,0.3602,0.4649,0.5074,0.6013,0.4,0.73,0.799,0.799,0.9813,0.0398,0.2651,0.2916,0.38,0.0398,2.2455000000000003,3.3824999999999994,0.852385,1.238375
-24.6,-46.8,,219,0.3763,0.5247,0.6039,0.3763,0.3763,0.4853,0.5247,0.6039,0.3974,0.7233,0.7913,0.7913,0.9958,0.0211,0.238,0.2666,0.3919,0.0211,2.37,3.57,0.8147599999999999,1.1759199999999999
-24.6,-46.6,,217,0.4012,0.5558,0.6328,0.4012,0.4012,0.52,0.5558,0.6328,0.3975,0.7282,0.7901,0.7901,1.0,-0.0037,0.2082,0.2343,0.3672,-0.0037,2.51,3.8219999999999996,0.7846,1.11612
-24.4,-46.8,,237,0.3415,0.4744,0.5995,0.3415,0.3415,0.4457,0.4744,0.5995,0.3981,0.7225,0.7919,0.7919,1.0,0.0566,0.2768,0.3175,0.4005,0.0566,2.178,3.242,0.84278,1.23328
-24.4,-46.6,,239,0.3611,0.4994,0.603,0.3611,0.3611,0.4683,0.4994,0.603,0.3944,0.7161,0.7887,0.7887,1.0,0.0333,0.2478,0.2893,0.397,0.0333,2.29,3.471,0.81391,1.17346
-24.4,-46.4,,232,0.383,0.519,0.6347,0.383,0.383,0.4949,0.519,0.6347,0.4029,0.734,0.7964,0.7964,1.0,0.0199,0.2391,0.2774,0.3653,0.0199,2.4055,3.6445,0.7830550000000001,1.12805
-24.4,-46.2,,233,0.392,0.5284,0.6342,0.392,0.392,0.5087,0.5284,0.6342,0.4004,0.7303,0.7828,0.7828,1.0,0.0084,0.2216,0.2544,0.3658,0.0084,2.476,3.8,0.75262,1.0753199999999998
-24.4,-46.0,,223,0.4053,0.5463,0.6205,0.4053,0.4053,0.5181,0.5463,0.6205,0.3987,0.7214,0.8064,0.8064,1.0,-0.0066,0.2033,0.2601,0.3795,-0.0066,2.561,3.9379999999999993,0.7303299999999999,1.02815
-24.4,-45.2,,163,0.4359,0.541,0.5937,0.4359,0.4359,0.5324,0.541,0.5937,0.3803,0.6824,0.7293,0.7293,1.0,-0.0556,0.15,0.1883,0.4063,-0.0556,2.79,4.558999999999999,0.6372,0.8712200000000002
-24.2,-46.6,,248,0.338,0.466,0.5996,0.338,0.338,0.4394,0.466,0.5996,0.4077,0.7275,0.8028,0.8028,1.0,0.0697,0.2881,0.3368,0.4004,0.0697,2.16,3.2,0.8377650000000001,1.22447
-24.2,-46.4,,249,0.3546,0.4829,0.6033,0.3546,0.3546,0.4641,0.4829,0.6033,0.4038,0.7478,0.7916,0.7916,1.0,0.0492,0.2837,0.3087,0.3967,0.0492,2.268,3.396,0.80602,1.17664
-24.2,-46.2,,245,0.3616,0.4892,0.625,0.3616,0.3616,0.4698,0.4892,0.625,0.4073,0.7508,0.8089,0.8089,1.0,0.0457,0.281,0.3197,0.375,0.0457,2.31,3.4899999999999993,0.78416,1.12486
-24.2,-46.0,,239,0.3802,0.519,0.6261,0.3802,0.3802,0.4893,0.519,0.6261,0.4069,0.746,0.8206,0.8206,1.0,0.0267,0.2567,0.3016,0.3739,0.0267,2.44,3.646,0.7583300000000001,1.07707
-24.2,-45.8,,243,0.3994,0.5531,0.6198,0.3994,0.3994,0.5136,0.5531,0.6198,0.3984,0.7341,0.8226,0.8226,1.0,-0.001,0.2205,0.2695,0.3802,-0.001,2.541,3.9069999999999996,0.72658,1.03447
-24.2,-45.6,,232,0.4039,0.5532,0.606,0.4039,0.4039,0.516,0.5532,0.606,0.3994,0.7248,0.8174,0.8174,1.0,-0.0045,0.2088,0.2642,0.394,-0.0045,2.6,4.0089999999999995,0.693005,0.9891
-24.2,-45.4,,224,0.4158,0.5551,0.5948,0.4158,0.4158,0.5331,0.5551,0.5948,0.3972,0.7082,0.813,0.813,1.0,-0.0186,0.1751,0.2579,0.4052,-0.0186,2.6515,4.227,0.66766,0.93982
-24.2,-45.2,,197,0.4256,0.5469,0.5844,0.4256,0.4256,0.5314,0.5469,0.5844,0.3939,0.7193,0.796,0.796,1.0,-0.0317,0.1879,0.2491,0.4156,-0.0317,2.746,4.382,0.6465,0.88828
-24.2,-45.0,,166,0.4309,0.5386,0.5804,0.4309,0.4309,0.532,0.5386,0.5804,0.3922,0.7086,0.7858,0.7858,1.0,-0.0387,0.1766,0.2472,0.4196,-0.0387,2.8024999999999998,4.495,0.63075,0.849375
-24.0,-46.4,,285,0.2798,0.401,0.5481,0.2798,0.2798,0.3753,0.401,0.5481,0.4032,0.7418,0.8057,0.8057,1.0,0.1234,0.3665,0.4047,0.4519,0.1234,1.872,2.898,0.82862,1.21366
-24.0,-46.2,,273,0.2886,0.4037,0.5584,0.2886,0.2886,0.3804,0.4037,0.5584,0.4063,0.7514,0.7963,0.7963,1.0,0.1177,0.371,0.3926,0.4416,0.1177,1.96,2.944,0.8074600000000001,1.1758999999999997
-24.0,-46.0,,264,0.3527,0.4837,0.6267,0.3527,0.3527,0.4553,0.4837,0.6267,0.4085,0.7424,0.813,0.813,1.0,0.0558,0.2871,0.3293,0.3733,0.0558,2.25,3.4354999999999998,0.780615,1.146175
-24.0,-45.8,,271,0.352,0.5063,0.6332,0.352,0.352,0.458,0.5063,0.6332,0.4082,0.7369,0.8206,0.8206,1.0,0.0562,0.2789,0.3143,0.3668,0.0562,2.275,3.535,0.74495,1.0954
-24.0,-45.6,,254,0.3612,0.5257,0.6234,0.3612,0.3612,0.466,0.5257,0.6234,0.3983,0.7252,0.8139,0.8139,1.0,0.0371,0.2592,0.2882,0.3766,0.0371,2.35,3.6635,0.727795,1.0578699999999999
-24.0,-45.4,,244,0.3859,0.553,0.6143,0.3859,0.3859,0.5002,0.553,0.6143,0.3883,0.7174,0.8129,0.8129,1.0,0.0024,0.2172,0.2599,0.3857,0.0024,2.4815,3.937,0.707,1.022055
-24.0,-45.2,,230,0.4001,0.5536,0.5985,0.4001,0.4001,0.5166,0.5536,0.5985,0.4086,0.7374,0.8234,0.8234,1.0,0.0085,0.2208,0.2698,0.4015,0.0085,2.5745,4.0539999999999985,0.66714,0.9483499999999999
-24.0,-45.0,,206,0.4102,0.5452,0.5847,0.4102,0.4102,0.5229,0.5452,0.5847,0.3984,0.7357,0.8102,0.8102,1.0,-0.0118,0.2128,0.265,0.4153,-0.0118,2.68,4.1925,0.648525,0.892875
-24.0,-44.8,,177,0.4191,0.5386,0.5784,0.4191,0.4191,0.5306,0.5386,0.5784,0.3952,0.712,0.8035,0.8035,1.0,-0.0239,0.1814,0.2649,0.4216,-0.0239,2.728,4.38,0.6362,0.8558999999999999
-23.8,-45.8,,298,0.2913,0.4337,0.573,0.2913,0.2913,0.3936,0.4337,0.573,0.3992,0.7292,0.8141,0.8141,1.0,0.1079,0.3356,0.3804,0.427,0.1079,1.93,3.1114999999999995,0.782585,1.16125
-23.8,-45.6,,300,0.2485,0.3942,0.5344,0.2485,0.2485,0.3427,0.3942,0.5344,0.3983,0.7343,0.8074,0.8074,1.0,0.1498,0.3916,0.4132,0.4656,0.1498,1.73,2.8815000000000004,0.7636550000000001,1.14443
-23.8,-45.4,,289,0.1499,0.2698,0.3998,0.1499,0.1499,0.2316,0.2698,0.3998,0.3926,0.6977,0.8178,0.8178,1.0,0.2427,0.4661,0.548,0.6002,0.2427,1.35,2.2759999999999994,0.7335400000000001,1.08174
-23.8,-45.2,,225,0.1948,0.3005,0.4257,0.1948,0.1948,0.2712,0.3005,0.4257,0.403,0.741,0.8492,0.8492,1.0,0.2082,0.4698,0.5487,0.5743,0.2082,1.672,2.5079999999999996,0.6936,1.00834
-23.8,-45.0,,217,0.3644,0.4955,0.6016,0.3644,0.3644,0.4639,0.4955,0.6016,0.3996,0.7358,0.8185,0.8185,1.0,0.0352,0.2719,0.323,0.3984,0.0352,2.49,3.6839999999999997,0.6704,0.9667599999999998
-23.8,-44.8,,216,0.3938,0.5414,0.5913,0.3938,0.3938,0.5056,0.5414,0.5913,0.4071,0.7674,0.8428,0.8428,1.0,0.0133,0.2618,0.3014,0.4087,0.0133,2.5875,3.9825,0.6516,0.9135
-23.8,-44.6,,200,0.4103,0.5432,0.5834,0.4103,0.4103,0.528,0.5432,0.5834,0.4029,0.7387,0.8186,0.8186,1.0,-0.0074,0.2107,0.2754,0.4166,-0.0074,2.67,4.2025,0.642545,0.87173
-23.6,-45.2,,181,0.1365,0.2207,0.2769,0.1365,0.1365,0.2028,0.2207,0.2769,0.4021,0.6833,0.7929,0.7929,1.0,0.2656,0.4805,0.5722,0.7231,0.2656,1.41,2.07,0.707,1.0508
-23.6,-45.0,,218,0.2588,0.3647,0.5145,0.2588,0.2588,0.3339,0.3647,0.5145,0.3915,0.715,0.8287,0.8287,1.0,0.1327,0.3811,0.464,0.4855,0.1327,2.01,2.9144999999999994,0.69296,1.0048899999999998
-23.6,-44.8,,221,0.3479,0.4843,0.5981,0.3479,0.3479,0.445,0.4843,0.5981,0.4107,0.7652,0.8471,0.8471,1.0,0.0628,0.3202,0.3628,0.4019,0.0628,2.38,3.53,0.677,0.9753
-23.6,-44.6,,218,0.3834,0.5357,0.5957,0.3834,0.3834,0.497,0.5357,0.5957,0.4085,0.7767,0.8439,0.8439,1.0,0.0251,0.2797,0.3082,0.4043,0.0251,2.52,3.885999999999999,0.666985,0.9346649999999999
-23.6,-44.4,,214,0.4052,0.5482,0.5887,0.4052,0.4052,0.5269,0.5482,0.5887,0.4046,0.7506,0.8347,0.8347,1.0,-0.0006,0.2237,0.2865,0.4113,-0.0006,2.62,4.1335,0.65652,0.897585
-23.6,-44.2,,197,0.4171,0.5476,0.6021,0.4171,0.4171,0.5372,0.5476,0.6021,0.4106,0.7594,0.8355,0.8355,1.0,-0.0065,0.2222,0.2879,0.3979,-0.0065,2.688,4.317999999999999,0.64344,0.86978
-23.6,-44.0,,181,0.4259,0.5479,0.5932,0.4259,0.4259,0.5375,0.5479,0.5932,0.4059,0.7006,0.8182,0.8182,1.0,-0.02,0.1631,0.2703,0.4068,-0.02,2.72,4.48,0.6414,0.8505
-23.4,-44.4,,232,0.3719,0.5247,0.6016,0.3719,0.3719,0.4932,0.5247,0.6016,0.4027,0.7449,0.8448,0.8448,1.0,0.0308,0.2517,0.3201,0.3984,0.0308,2.44,3.84,0.6790849999999999,0.9643299999999999
-23.4,-44.2,,227,0.3934,0.5471,0.5946,0.3934,0.3934,0.5227,0.5471,0.5946,0.4031,0.7573,0.8402,0.8402,1.0,0.0097,0.2346,0.2931,0.4054,0.0097,2.553,4.027,0.66283,0.93745
-23.4,-44.0,,215,0.4072,0.5528,0.6128,0.4072,0.4072,0.5336,0.5528,0.6128,0.3995,0.7449,0.8205,0.8205,1.0,-0.0077,0.2113,0.2677,0.3872,-0.0077,2.617,4.212,0.6570400000000001,0.9106199999999999
-23.4,-43.8,,207,0.4099,0.5479,0.6053,0.4099,0.4099,0.5379,0.5479,0.6053,0.4043,0.7513,0.8272,0.8272,1.0,-0.0056,0.2134,0.2793,0.3947,-0.0056,2.623,4.288999999999999,0.64457,0.8867399999999999
-23.4,-43.6,,196,0.4142,0.5458,0.5974,0.4142,0.4142,0.5366,0.5458,0.5974,0.3928,0.7261,0.8189,0.8189,1.0,-0.0214,0.1895,0.2731,0.4026,-0.0214,2.68,4.37,0.639725,0.8689250000000001
-23.4,-43.4,,187,0.4206,0.5445,0.59,0.4206,0.4206,0.5333,0.5445,0.59,0.3861,0.7005,0.8312,0.8312,1.0,-0.0345,0.1672,0.2867,0.41,-0.0345,2.73,4.495999999999999,0.6370800000000001,0.84739
-23.4,-43.2,,177,0.4258,0.5446,0.5831,0.4258,0.4258,0.5327,0.5446,0.5831,0.395,0.6838,0.8209,0.8209,1.0,-0.0308,0.1511,0.2763,0.4169,-0.0308,2.76,4.557999999999999,0.63316,0.83236
-23.4,-43.0,,166,0.4287,0.5442,0.5768,0.4287,0.4287,0.5339,0.5442,0.5768,0.3937,0.7125,0.8175,0.8175,1.0,-0.035,0.1786,0.2733,0.4232,-0.035,2.7725,4.655,0.636225,0.8229500000000001
-23.4,-42.8,,146,0.4366,0.5485,0.5716,0.4366,0.4366,0.537,0.5485,0.5716,0.3871,0.7437,0.8294,0.8294,1.0,-0.0495,0.2067,0.2809,0.4284,-0.0495,2.81,4.7675,0.642625,0.8371999999999999
-23.4,-42.6,,134,0.443,0.5478,0.567,0.443,0.443,0.5387,0.5478,0.567,0.3828,0.7285,0.8015,0.8015,1.0,-0.0602,0.1898,0.2537,0.433,-0.0602,2.84,4.9135,0.6536150000000001,0.8408899999999999
-23.4,-42.2,,127,0.4485,0.544,0.5652,0.4485,0.4485,0.5392,0.544,0.5652,0.4049,0.7243,0.8128,0.8128,1.0,-0.0436,0.1851,0.2688,0.4348,-0.0436,2.91,4.757,0.66022,0.83424
-23.4,-42.0,,130,0.4494,0.5425,0.5673,0.4494,0.4494,0.538,0.5425,0.5673,0.402,0.6996,0.8129,0.8129,1.0,-0.0474,0.1616,0.2704,0.4327,-0.0474,2.909,4.7485,0.6572250000000001,0.837735
-23.2,-44.4,,243,0.2654,0.3958,0.5429,0.2654,0.2654,0.3637,0.3958,0.5429,0.3932,0.7215,0.8123,0.8123,1.0,0.1278,0.3578,0.4165,0.4571,0.1278,1.93,3.0629999999999984,0.7173799999999999,1.0332899999999998
-23.2,-44.2,,245,0.3133,0.4743,0.5951,0.3133,0.3133,0.4256,0.4743,0.5951,0.3969,0.7215,0.8368,0.8368,1.0,0.0836,0.2959,0.3625,0.4049,0.0836,2.132,3.488,0.6875,0.9957799999999999
-23.2,-44.0,,238,0.3163,0.4658,0.5907,0.3163,0.3163,0.4248,0.4658,0.5907,0.3938,0.7304,0.8382,0.8382,1.0,0.0775,0.3056,0.3724,0.4093,0.0775,2.1685,3.5414999999999996,0.680595,0.9773049999999999
-23.2,-43.8,,228,0.3636,0.5286,0.5978,0.3636,0.3636,0.4791,0.5286,0.5978,0.4051,0.7458,0.8335,0.8335,1.0,0.0415,0.2667,0.3049,0.4022,0.0415,2.4,3.8265,0.6650050000000001,0.9491749999999999
-23.2,-43.6,,227,0.3888,0.5492,0.6143,0.3888,0.3888,0.517,0.5492,0.6143,0.4047,0.75,0.8335,0.8335,1.0,0.0159,0.233,0.2843,0.3857,0.0159,2.513,4.064,0.65441,0.92624
-23.2,-43.4,,218,0.4018,0.5517,0.6122,0.4018,0.4018,0.5272,0.5517,0.6122,0.3978,0.7309,0.8182,0.8182,1.0,-0.004,0.2037,0.2665,0.3878,-0.004,2.58,4.2615,0.6481899999999999,0.90989
-23.2,-43.2,,213,0.4088,0.5493,0.6065,0.4088,0.4088,0.5318,0.5493,0.6065,0.4015,0.7326,0.8327,0.8327,1.0,-0.0073,0.2008,0.2834,0.3935,-0.0073,2.62,4.37,0.63976,0.8886199999999999
-23.2,-43.0,,203,0.4133,0.5465,0.6005,0.4133,0.4133,0.5346,0.5465,0.6005,0.3913,0.71,0.8315,0.8315,1.0,-0.022,0.1754,0.285,0.3995,-0.022,2.651,4.428999999999999,0.64261,0.8768499999999999
