municipality_code,municipality_name,state,grid_lat,grid_lon,has_association,has_svi,has_hazard_value,has_risk_value,absence_reason,compound_count_total,mean_integrated_severity,n_candidate_events,n_rejected_by_hat,point_accepted_zero_events,pop_municipality,pop_10km,degenerate_exposure,Exposure_Index,exposure_at_floor,SVI_Coast_2022,Hazard_Index_mun,Risk_Hazard,risk_rank
1600105,Amapá,AP,1.4,-49.8,True,True,True,True,,1.0,0.049,40.0,39.0,False,8065,6958,False,0.630394,False,68.067284,0.037696,0.342643,157.0
2100832,Apicum-Açu,MA,-1.4,-45.0,True,True,True,True,,1.0,0.0337,11.0,10.0,False,17526,17525,False,0.748921,False,76.682581,0.027867,0.341188,158.0
3301009,Campos dos Goytacazes,RJ,-22.0,-40.8,True,True,True,True,,26.0,0.393,64.0,38.0,False,483486,12174,False,0.114576,False,31.159731,0.414116,0.330524,159.0
2408102,Natal,RN,-5.8,-35.0,True,True,True,True,,1.0,0.076,26.0,25.0,False,751406,722364,False,0.963018,False,26.864906,0.055043,0.325574,160.0
2101301,Bacuri,MA,-1.4,-45.2,True,True,True,True,,2.0,0.0441,17.0,15.0,False,16318,6520,False,0.425705,False,78.453129,0.040765,0.319724,161.0
2509057,Marcação,PB,-6.8,-34.8,True,True,True,True,,1.0,0.0294,25.0,24.0,False,8751,8001,False,0.659552,False,80.847597,0.025105,0.317549,162.0
2413201,Senador Georgino Avelino,RN,-6.2,-35.0,True,True,True,True,,1.0,0.0466,29.0,28.0,False,4065,4065,False,0.634244,False,57.777042,0.036154,0.316218,163.0
2511905,Pitimbu,PB,-7.4,-34.6,True,True,True,True,,1.0,0.0343,24.0,23.0,False,16589,16552,False,0.743959,False,62.724722,0.028252,0.315592,164.0
2100907,Araioses,MA,-2.6,-41.8,True,True,True,True,,1.0,0.0385,17.0,16.0,False,38436,17715,False,0.508982,False,83.487999,0.030951,0.315286,165.0
2408201,Nísia Floresta,RN,-6.2,-35.0,True,True,True,True,,1.0,0.0466,29.0,28.0,False,31868,21251,False,0.622896,False,58.372396,0.036154,0.315221,166.0
2501401,Baía da Traição,PB,-6.8,-34.8,True,True,True,True,,1.0,0.0294,25.0,24.0,False,9242,9242,False,0.701029,False,72.28559,0.025105,0.311058,167.0
1507904,Soure,PA,-0.2,-48.4,True,True,True,True,,1.0,0.0312,30.0,29.0,False,24146,23871,False,0.766614,False,62.769339,0.026262,0.310214,168.0
2300754,Amontada,CE,-2.8,-39.6,True,True,True,True,,1.0,0.0491,22.0,21.0,False,41713,16088,False,0.461251,False,72.037242,0.037761,0.309313,169.0
3204906,São Mateus,ES,-18.8,-39.6,True,True,True,True,,3.0,0.1019,48.0,45.0,False,123809,32354,False,0.404938,False,36.606428,0.084115,0.308528,170.0
2414209,Tibau do Sul,RN,-6.2,-35.0,True,True,True,True,,1.0,0.0466,29.0,28.0,False,17601,17601,False,0.749256,False,43.163516,0.036154,0.300548,171.0
1600303,Macapá,AP,0.8,-50.2,True,True,True,True,,1.0,0.0247,67.0,66.0,False,441451,425062,False,0.934578,False,54.48594,0.022085,0.295798,172.0
2306553,Itarema,CE,-2.8,-39.8,True,True,True,True,,1.0,0.0241,21.0,20.0,False,42857,35392,False,0.725418,False,69.63857,0.0217,0.29271,173.0
2102606,Cândido Mendes,MA,-1.4,-45.2,True,True,True,True,,2.0,0.0441,17.0,15.0,False,19940,4371,False,0.299845,False,81.403015,0.040765,0.281252,174.0
2509305,Mataraca,PB,-6.6,-34.8,True,True,True,True,,1.0,0.0539,23.0,22.0,False,8343,3863,False,0.428597,False,56.265747,0.040845,0.280077,175.0
2403251,Parnamirim,RN,-5.8,-35.0,True,True,True,True,,1.0,0.076,26.0,25.0,False,252371,115400,False,0.591657,False,29.144681,0.055043,0.275803,176.0
2606200,Goiana,PE,-7.6,-34.8,True,True,True,True,,1.0,0.0255,23.0,22.0,False,80881,73181,False,0.804938,False,51.326897,0.0226,0.273929,177.0
2205706,Luís Correia,PI,-2.8,-41.6,True,True,True,True,,1.0,0.0226,16.0,15.0,False,30514,19723,False,0.60897,False,73.215984,0.020736,0.27281,178.0
2504603,Conde,PB,-7.4,-34.6,True,True,True,True,,1.0,0.0343,24.0,23.0,False,27734,13268,False,0.503874,False,62.579592,0.028252,0.268619,179.0
2204659,Ilha Grande,PI,-2.8,-41.6,True,True,True,True,,1.0,0.0226,16.0,15.0,False,9423,8680,False,0.668144,False,63.868282,0.020736,0.267865,180.0
2402600,Ceará-Mirim,RN,-5.6,-35.0,True,True,True,True,,1.0,0.0833,23.0,22.0,False,79575,9260,False,0.239192,False,56.306555,0.059732,0.25737,181.0
2110278,Santo Amaro do Maranhão,MA,-2.4,-42.8,True,True,True,True,,1.0,0.0821,21.0,20.0,False,13561,1060,False,0.141548,False,93.236682,0.058961,0.253781,182.0
2202083,Cajueiro da Praia,PI,-2.8,-41.4,True,True,True,True,,1.0,0.0132,15.0,14.0,False,8243,7271,False,0.640718,False,75.680168,0.014697,0.244489,183.0
2207702,Parnaíba,PI,-2.8,-41.6,True,True,True,True,,1.0,0.0226,16.0,15.0,False,162156,112123,False,0.726071,False,45.869374,0.020736,0.241236,184.0
1508209,Vigia,PA,-1.4,-48.6,True,True,True,True,,2.0,0.0,29.0,27.0,False,50518,49382,False,0.811326,False,61.134098,0.012434,0.22979,185.0
2101707,Barreirinhas,MA,-2.4,-42.8,True,True,True,True,,1.0,0.0821,21.0,20.0,False,65690,2711,False,0.121598,False,85.330285,0.058961,0.228995,186.0
2507507,João Pessoa,PB,-7.6,-34.8,True,True,True,True,,1.0,0.0255,23.0,22.0,False,832386,832386,False,0.989991,False,27.013155,0.0226,0.227792,187.0
1502608,Colares,PA,-1.4,-48.6,True,True,True,True,,2.0,0.0,29.0,27.0,False,12916,12916,False,0.726486,False,65.732844,0.012434,0.22605,188.0
2905701,Camaçari,BA,-12.8,-38.0,True,True,True,True,,1.0,0.0355,28.0,27.0,False,300589,114610,False,0.540008,False,36.697015,0.029024,0.222947,189.0
3203205,Linhares,ES,-19.4,-39.6,True,True,True,True,,14.0,0.1289,52.0,38.0,False,166694,5386,False,0.118257,False,27.329297,0.169844,0.218455,190.0
2102903,Carutapera,MA,-1.0,-45.8,True,True,True,True,,0.0,0.0,23.0,23.0,True,24161,21233,False,0.715019,False,73.788119,0.0,0.214699,191.0
1506302,Salvaterra,PA,-0.8,-48.4,True,True,True,True,,0.0,0.0,28.0,28.0,True,24094,23831,False,0.76668,False,68.032548,0.0,0.213622,192.0
1508308,Viseu,PA,-1.0,-46.0,True,True,True,True,,0.0,0.0,18.0,18.0,True,58873,33687,False,0.601292,False,85.714332,0.0,0.212503,193.0
2607604,Ilha de Itamaracá,PE,-7.8,-34.8,True,True,True,True,,0.0,0.0,22.0,22.0,True,24012,24012,False,0.771432,False,62.631235,0.0,0.20653,194.0
2704500,Maragogi,AL,-9.0,-35.0,True,True,True,True,,0.0,0.0,17.0,17.0,True,32034,29706,False,0.757155,False,62.526558,0.0,0.204674,195.0
2300200,Acaraú,CE,-2.8,-40.2,True,True,True,True,,0.0,0.0,13.0,13.0,True,64805,49773,False,0.719619,False,65.676846,0.0,0.204521,196.0
2302206,Beberibe,CE,-4.2,-37.8,True,True,True,True,,0.0,0.0,25.0,25.0,True,53139,39579,False,0.695457,False,67.074843,0.0,0.203335,197.0
2908606,Conde,BA,-12.0,-37.4,True,True,True,True,,0.0,0.0,20.0,20.0,True,23665,19720,False,0.691437,False,67.401747,0.0,0.20325,198.0
2106201,Luís Domingues,MA,-1.0,-45.8,True,True,True,True,,0.0,0.0,23.0,23.0,True,7169,6627,False,0.648772,False,71.17047,0.0,0.202412,199.0
2914901,Itacaré,BA,-14.4,-38.8,True,True,True,True,,1.0,0.0151,24.0,23.0,False,27606,17818,False,0.602659,False,47.74636,0.015918,0.201688,200.0
2508604,Lucena,PB,-7.0,-34.8,True,True,True,True,,0.0,0.0,25.0,25.0,True,12403,12403,False,0.723451,False,62.151013,0.0,0.20003,201.0
2313500,Trairi,CE,-3.2,-39.2,True,True,True,True,,0.0,0.0,24.0,24.0,True,58274,38037,False,0.648878,False,69.208688,0.0,0.19992,202.0
2703601,Japaratinga,AL,-9.2,-35.2,True,True,True,True,,0.0,0.0,19.0,19.0,True,8944,8944,False,0.698486,False,63.583146,0.0,0.19893,203.0
2513703,Santa Rita,PB,-7.0,-34.8,True,True,True,True,,0.0,0.0,25.0,25.0,True,148951,138679,False,0.85518,False,51.050057,0.0,0.197409,204.0
2408953,Rio do Fogo,RN,-5.4,-35.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,9870,9533,False,0.691312,False,62.281766,0.0,0.196187,205.0
2613404,São José da Coroa Grande,PE,-9.0,-35.0,True,True,True,True,,0.0,0.0,17.0,17.0,True,17956,17834,False,0.747655,False,57.552962,0.0,0.196133,206.0
1507102,São Caetano de Odivelas,PA,-0.6,-48.0,True,True,True,True,,0.0,0.0,32.0,32.0,True,17150,14433,False,0.674029,False,63.323204,0.0,0.195419,207.0
2606804,Igarassu,PE,-7.8,-34.8,True,True,True,True,,0.0,0.0,22.0,22.0,True,115783,112161,False,0.859423,False,49.322024,0.0,0.194814,208.0
2310209,Paracuru,CE,-3.8,-38.2,True,True,True,True,,0.0,0.0,24.0,24.0,True,38921,33006,False,0.730724,False,57.880859,0.0,0.194621,209.0
2304459,Fortim,CE,-4.4,-37.6,True,True,True,True,,0.0,0.0,24.0,24.0,True,17488,15807,False,0.704892,False,59.913484,0.0,0.194492,210.0
2302602,Camocim,CE,-2.8,-40.8,True,True,True,True,,0.0,0.0,15.0,15.0,True,62554,56264,False,0.786398,False,52.997508,0.0,0.193336,211.0
2614204,Sirinhaém,PE,-8.8,-35.0,True,True,True,True,,0.0,0.0,20.0,20.0,True,37353,28996,False,0.691274,False,60.232206,0.0,0.193252,212.0
2305357,Icapuí,CE,-4.6,-37.4,True,True,True,True,,0.0,0.0,20.0,20.0,True,20389,20344,False,0.758838,False,53.667813,0.0,0.191332,213.0
2707404,Porto de Pedras,AL,-9.2,-35.2,True,True,True,True,,0.0,0.0,19.0,19.0,True,9326,8012,False,0.639435,False,63.077415,0.0,0.190499,214.0
2402204,Canguaretama,RN,-6.2,-35.0,True,True,True,True,,1.0,0.0466,29.0,28.0,False,29258,2753,False,0.184036,False,59.787843,0.036154,0.189312,215.0
2414407,Touros,RN,-5.2,-35.4,True,True,True,True,,0.0,0.0,19.0,19.0,True,32894,21001,False,0.608815,False,65.285199,0.0,0.189239,216.0
2700508,Barra de Santo Antônio,AL,-9.6,-35.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,16348,16300,False,0.742579,False,52.984007,0.0,0.188369,217.0
2301000,Aquiraz,CE,-3.8,-38.2,True,True,True,True,,0.0,0.0,24.0,24.0,True,80554,54810,False,0.682561,False,57.604966,0.0,0.188313,218.0
2803203,Itaporanga d'Ajuda,SE,-11.2,-37.0,True,True,True,True,,0.0,0.0,21.0,21.0,True,34338,25872,False,0.674157,False,57.373278,0.0,0.186914,219.0
2601409,Barreiros,PE,-8.8,-35.0,True,True,True,True,,0.0,0.0,20.0,20.0,True,40999,37626,False,0.768701,False,50.051427,0.0,0.186465,220.0
2704708,Marechal Deodoro,AL,-9.8,-35.8,True,True,True,True,,0.0,0.0,21.0,21.0,True,60303,60303,False,0.833717,False,45.859463,0.0,0.185934,221.0
2407500,Maxaranguape,RN,-5.4,-35.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,10371,7993,False,0.605481,False,62.581466,0.0,0.185175,222.0
2404408,Grossos,RN,-4.8,-37.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,9728,9713,False,0.704324,False,53.206174,0.0,0.184242,223.0
2708709,São Miguel dos Milagres,AL,-9.6,-35.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,8427,8386,False,0.691772,False,53.418023,0.0,0.183067,224.0
2706802,Piaçabuçu,AL,-10.4,-36.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,15918,12759,False,0.649598,False,56.794773,0.0,0.182933,225.0
2302057,Barroquinha,CE,-2.8,-41.2,True,True,True,True,,0.0,0.0,16.0,16.0,True,14454,8185,False,0.520409,False,70.590803,0.0,0.182575,226.0
2401859,Caiçara do Norte,RN,-5.0,-36.2,True,True,True,True,,0.0,0.0,15.0,15.0,True,6256,5694,False,0.632005,False,58.061689,0.0,0.182482,227.0
2706448,Paripueira,AL,-9.6,-35.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,13842,13621,False,0.724592,False,50.619838,0.0,0.182444,228.0
2614857,Tamandaré,PE,-8.8,-35.0,True,True,True,True,,0.0,0.0,20.0,20.0,True,23547,19600,False,0.690656,False,52.965979,0.0,0.182223,229.0
2412559,São Miguel do Gostoso,RN,-5.0,-35.6,True,True,True,True,,0.0,0.0,11.0,11.0,True,10382,7298,False,0.572218,False,63.53694,0.0,0.18171,230.0
2410256,Porto do Mangue,RN,-4.8,-36.8,True,True,True,True,,0.0,0.0,20.0,20.0,True,5177,4040,False,0.559817,False,64.808171,0.0,0.181536,231.0
2802106,Estância,SE,-11.4,-37.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,64709,57169,False,0.780367,False,46.422115,0.0,0.181411,232.0
4202008,Balneário Camboriú,SC,-27.0,-48.4,True,True,True,True,,32.0,0.3273,39.0,7.0,False,136326,136326,False,0.885237,False,0.0,0.409206,0.181407,233.0
2805307,Pirambu,SE,-10.8,-36.6,True,True,True,True,,0.0,0.0,21.0,21.0,True,7810,7810,False,0.687868,False,51.970344,0.0,0.18031,234.0
2303709,Caucaia,CE,-3.6,-38.6,True,True,True,True,,0.0,0.0,26.0,26.0,True,355692,283051,False,0.82869,False,42.921873,0.0,0.179894,235.0
2704302,Maceió,AL,-9.6,-35.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,956810,956710,False,0.997543,False,35.613252,0.0,0.179793,236.0
2804904,Pacatuba,SE,-10.6,-36.6,True,True,True,True,,0.0,0.0,27.0,27.0,True,12380,6035,False,0.465844,False,74.814255,0.0,0.178217,237.0
2409506,Pedra Grande,RN,-4.8,-35.8,True,True,True,True,,0.0,0.0,15.0,15.0,True,3659,3099,False,0.561915,False,61.95013,0.0,0.17812,238.0
2610707,Paulista,PE,-8.0,-34.8,True,True,True,True,,0.0,0.0,22.0,22.0,True,341519,340942,False,0.938977,False,37.060776,0.0,0.178093,239.0
2607901,Jaboatão dos Guararapes,PE,-8.2,-34.8,True,True,True,True,,0.0,0.0,21.0,21.0,True,644201,521717,False,0.867558,False,39.864055,0.0,0.177586,240.0
2304251,Cruz,CE,-2.8,-40.4,True,True,True,True,,0.0,0.0,12.0,12.0,True,30227,22114,False,0.654857,False,52.802006,0.0,0.17757,241.0
2702702,Feliz Deserto,AL,-10.4,-36.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,3958,3487,False,0.58286,False,59.290589,0.0,0.177523,242.0
2512903,Rio Tinto,PB,-6.8,-34.8,True,True,True,True,,1.0,0.0294,25.0,24.0,False,24404,3701,False,0.243846,False,56.365708,0.025105,0.177399,243.0
2702306,Coruripe,AL,-10.2,-36.0,True,True,True,True,,0.0,0.0,20.0,20.0,True,50402,36897,False,0.685415,False,49.977501,0.0,0.176805,244.0
2301109,Aracati,CE,-4.4,-37.6,True,True,True,True,,0.0,0.0,24.0,24.0,True,74637,50423,False,0.675617,False,50.651555,0.0,0.176723,245.0
2707800,Roteiro,AL,-10.0,-35.8,True,True,True,True,,0.0,0.0,20.0,20.0,True,6474,6474,False,0.672899,False,50.485504,0.0,0.176127,246.0
2703759,Jequiá da Praia,AL,-10.0,-35.8,True,True,True,True,,0.0,0.0,20.0,20.0,True,9440,7790,False,0.624684,False,54.328047,0.0,0.176046,247.0
2411601,São Bento do Norte,RN,-4.8,-36.0,True,True,True,True,,0.0,0.0,17.0,17.0,True,3028,2526,False,0.540816,False,61.473357,0.0,0.174377,248.0
2609600,Olinda,PE,-8.0,-34.8,True,True,True,True,,0.0,0.0,22.0,22.0,True,346407,346407,False,0.940689,False,35.15898,0.0,0.173958,249.0
2913606,Ilhéus,BA,-15.0,-38.8,True,True,True,True,,0.0,0.0,24.0,24.0,True,178354,162788,False,0.856056,False,37.873359,0.0,0.172358,250.0
2607208,Ipojuca,PE,-8.8,-35.0,True,True,True,True,,0.0,0.0,20.0,20.0,True,98694,61658,False,0.660117,False,48.731658,0.0,0.171731,251.0
2404101,Galinhos,RN,-5.0,-36.2,True,True,True,True,,0.0,0.0,15.0,15.0,True,1672,1290,False,0.462832,False,69.436785,0.0,0.171654,252.0
2401107,Areia Branca,RN,-4.8,-37.0,True,True,True,True,,0.0,0.0,22.0,22.0,True,24079,23490,False,0.760409,False,41.799896,0.0,0.170775,253.0
2411056,Tibau,RN,-4.8,-37.2,True,True,True,True,,0.0,0.0,22.0,22.0,True,5827,5063,False,0.608469,False,52.21888,0.0,0.170746,254.0
2602902,Cabo de Santo Agostinho,PE,-8.4,-34.8,True,True,True,True,,0.0,0.0,22.0,22.0,True,203366,132206,False,0.712231,False,44.355763,0.0,0.170289,255.0
2503209,Cabedelo,PB,-7.0,-34.8,True,True,True,True,,0.0,0.0,25.0,25.0,True,66782,66782,False,0.840336,False,37.198274,0.0,0.169451,256.0
2800704,Brejo Grande,SE,-10.6,-36.6,True,True,True,True,,0.0,0.0,27.0,27.0,True,7859,4613,False,0.494143,False,62.888187,0.0,0.168986,257.0
2404507,Guamaré,RN,-5.0,-36.2,True,True,True,True,,0.0,0.0,15.0,15.0,True,14665,9843,False,0.578309,False,53.616758,0.0,0.168811,258.0
2407203,Macau,RN,-5.0,-36.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,27383,25982,False,0.756824,False,40.916624,0.0,0.168708,259.0
2303501,Cascavel,CE,-4.0,-38.0,True,True,True,True,,0.0,0.0,25.0,25.0,True,72765,31228,False,0.51734,False,58.570196,0.0,0.167,260.0
2932507,Una,BA,-15.2,-38.8,True,True,True,True,,0.0,0.0,29.0,29.0,True,18049,11985,False,0.587424,False,49.816882,0.0,0.164289,261.0
2700607,Barra de São Miguel,AL,-10.0,-35.8,True,True,True,True,,0.0,0.0,20.0,20.0,True,7934,7931,False,0.68895,False,41.682098,0.0,0.162833,262.0
2611606,Recife,PE,-8.2,-34.8,True,True,True,True,,0.0,0.0,21.0,21.0,True,1489975,1487647,False,0.999218,False,27.460838,0.0,0.15936,263.0
2310258,Paraipaba,CE,-3.2,-39.0,True,True,True,True,,0.0,0.0,24.0,24.0,True,32235,13540,False,0.473119,False,56.124732,0.0,0.156887,264.0
2312403,São Gonçalo do Amarante,CE,-3.8,-38.2,True,True,True,True,,0.0,0.0,24.0,24.0,True,53955,22668,False,0.497387,False,53.129316,0.0,0.156526,265.0
2917904,Jandaíra,BA,-11.6,-37.4,True,True,True,True,,0.0,0.0,26.0,26.0,True,9161,4137,False,0.427222,False,61.724727,0.0,0.156368,266.0
2800605,Barra dos Coqueiros,SE,-10.8,-36.8,True,True,True,True,,0.0,0.0,23.0,23.0,True,41447,41447,False,0.808933,False,32.36456,0.0,0.15583,267.0
2706505,Passo de Camaragibe,AL,-9.6,-35.6,True,True,True,True,,0.0,0.0,19.0,19.0,True,13661,5034,False,0.395963,False,65.64441,0.0,0.155293,268.0
2800308,Aracaju,SE,-11.0,-37.0,True,True,True,True,,0.0,0.0,24.0,24.0,True,603825,603813,False,0.972217,False,23.660544,0.0,0.146385,269.0
2304400,Fortaleza,CE,-3.8,-38.2,True,True,True,True,,0.0,0.0,24.0,24.0,True,2427546,1675622,False,0.830815,False,27.469572,0.0,0.145821,270.0
2921005,Mata de São João,BA,-12.6,-37.8,True,True,True,True,,0.0,0.0,21.0,21.0,True,42296,17191,False,0.476583,False,45.805553,0.0,0.142679,271.0
1600501,Oiapoque,AP,4.2,-51.2,True,True,True,True,,2.0,0.0594,14.0,12.0,False,27264,518,True,0.058249,False,72.771775,0.050594,0.141437,272.0
2932705,Uruçuca,BA,-14.4,-38.8,True,True,True,True,,1.0,0.0151,24.0,23.0,False,21444,5022,False,0.315567,False,42.036454,0.015918,0.140355,273.0
2104305,Godofredo Viana,MA,-1.2,-45.6,True,True,True,True,,0.0,0.0,25.0,25.0,True,10210,3039,False,0.332165,False,62.481466,0.0,0.13916,274.0
2307254,Jijoca de Jericoacoara,CE,-2.8,-40.6,True,True,True,True,,0.0,0.0,14.0,14.0,True,25412,8931,False,0.414017,False,49.88575,0.0,0.138825,275.0
2910503,Entre Rios,BA,-12.4,-37.8,True,True,True,True,,0.0,0.0,27.0,27.0,True,38142,9759,False,0.356724,False,54.641099,0.0,0.134874,276.0
2910602,Esplanada,BA,-12.2,-37.6,True,True,True,True,,0.0,0.0,22.0,22.0,True,32366,3488,False,0.203862,False,58.251533,0.0,0.103998,277.0
2306405,Itapipoca,CE,-3.0,-39.4,True,True,True,True,,0.0,0.0,26.0,26.0,True,130429,9574,False,0.19067,False,56.90454,0.0,0.098901,278.0
2110203,Santa Rita,MA,-2.4,-44.0,True,True,True,True,,1.0,0.2044,25.0,24.0,False,36789,4,True,0.01,True,72.245788,0.137532,0.094079,279.0
1600204,Calçoene,AP,2.6,-50.8,True,True,True,True,,0.0,0.0,33.0,33.0,True,10554,101,True,0.01,True,73.215782,0.0,0.0,280.0
